type,id,name,spectral_type,x_pc,y_pc,z_pc,vx_kms,vy_kms,vz_kms,temperature_k,mass_solar,luminosity_solar,radius_solar,metallicity_dex,age_gyr,absolute_mag,epoch,notes,constellation,ra_deg,dec_deg,astrometry_epoch,parallax_mas,parallax_error_mas,pm_ra_cosdec_masyr,pm_ra_error_masyr,pm_dec_masyr,pm_dec_error_masyr,radial_velocity_kms,radial_velocity_error_kms,astrometry_ref,radial_velocity_ref
star,cns5-4183,HD 154363,K4/5V,9.422365900,2.589606321,3.729931080,46.661519,-61.745918,20.696429,4311,0.67106116,0.13780706,0.6654323,0.1498,13.373318,7.611462,2000.0,Corrected CNS5 4183; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ophiuchus,256.26005485188347,-5.071571994790812,2016.0,95.60251022292638,0.027462767,-916.34292657201,0.02537589520215988,-1138.7618906254847,0.018682174384593964,34.1363639831543,0.1518489420413971,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-4184,HD 154363B,M1.5V,9.425690017,2.590322970,3.721215250,46.806803,-61.440279,20.975873,3547,,0.033315174,0.48338658,-0.4294,,9.973448,2000.0,Corrected CNS5 4184; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ophiuchus,256.3033222371967,-5.099267007481263,2016.0,95.60184400569696,0.024111342,-917.206570880673,0.02300429157912731,-1132.152574250174,0.01648901216685772,34.43547821044922,0.44409263134002686,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-4126,G 169-29,M5V,6.292634177,5.677531536,6.143122009,,,,3027,,0.0030841357,0.20201634,-0.177,,14.190775,2000.0,Corrected CNS5 4126; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,252.74157915522798,22.453352014101526,2016.0,95.53335883963847,0.03306868,36.48669154467593,0.019147425889968872,400.12573171212335,0.0259363055229187,,,2020yCat.1350....0G,
star,cns5-2772,LP 169-22,M5.5,-4.400348006,1.636749345,9.356981336,,,,,,,,,,15.760522,2000.0,Corrected CNS5 2772; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ursa Major,169.87953937654436,46.69261027622741,2016.0,95.5222210669127,0.089030355,308.0538785977355,0.05333610996603966,-608.6109383564647,0.06237296760082245,,,2020yCat.1350....0G,
brown_dwarf,cns5-5518,WISE J222055.31-362817.4,Y0,5.673371272,0.697697289,-8.773379854,,,,,,,,,,,2000.0,Corrected CNS5 5518; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Grus,335.2305945,-36.4715315,2000.0,95.5,2.1,290.1,0.9,-97.1,0.9,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-2404,L 140-289,M4.5V,2.461980058,-10.074317324,-1.463584063,,,,,,,,,,13.199530,2000.0,Corrected CNS5 2404; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,145.71175224473672,-63.631908378052884,2016.0,95.47859146858426,0.025329333,508.3416819553712,0.025503108277916908,62.94351758254972,0.025218546390533447,,,2020yCat.1350....0G,
star,cns5-0899,LSPM J0330+5413,M7V,-8.586842155,6.027106065,-0.308827874,1.983487,6.077379,-4.510326,,,,,,,15.854987,2000.0,Corrected CNS5 899; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Camelopardalis,52.70255404316823,54.231972478973546,2016.0,95.27875303097086,0.044299208,-151.98741562609928,0.03559594228863716,-3.4180864073567454,0.03698517009615898,2.0,4.0,2020yCat.1350....0G,2014AJ....147...20N
brown_dwarf,cns5-1488,2MASS J05591914-1404488,T4.5,-7.658548890,-6.421317358,-3.207204262,,,,,,,,,,,2000.0,Corrected CNS5 1488; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lepus,89.83256483907208,-14.081838232219802,2016.0,95.27143701161523,0.6961714,571.3404657924699,0.6184922456741333,-338.1670202719612,0.6821937561035156,,,2020yCat.1350....0G,
star,cns5-4798,L 923-22,M5V,9.015964890,5.071564339,-1.812304575,,,,3300,,0.008117808,0.27494025,-0.3717,,11.569632,2000.0,Corrected CNS5 4798; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquila,290.13909487970443,-7.662944466801488,2016.0,95.21959915416862,0.03462587,-70.59099363530763,0.028349893167614937,-177.97403713224622,0.023891430348157883,,,2020yCat.1350....0G,
white_dwarf,cns5-4799,LAWD 74,DBQA5,9.016206040,5.071409806,-1.813710589,,,,,,,,,,12.183554,2000.0,Corrected CNS5 4799; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquila,290.1452376415212,-7.667404304342344,2016.0,95.21619811103348,0.03714158,-61.224325393276594,0.029151014983654022,-161.84610752063998,0.024213280528783798,,,2020yCat.1350....0G,
star,cns5-0554,BD+02 348,M1V,-5.797889673,2.283571444,-8.456235461,104.655189,-12.017339,-71.584120,3620,,0.03307891,0.46252042,-0.1119,,9.935186,2000.0,Corrected CNS5 554; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cetus,33.07959930325112,3.567385154970191,2016.0,95.20045814936248,0.027759993,-1762.4057179489491,0.03143136203289032,-1852.8711000327555,0.021429991349577904,-2.7250258922576904,0.30363228917121887,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2446,BD+63 869,M0.5V,-6.460435417,3.848421679,7.353128851,-24.955397,-23.261423,11.683017,3761,0.5991109,0.07491959,0.6968066,-0.3153,9.087701,9.070454,2000.0,Corrected CNS5 2446; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ursa Major,149.0331749118223,62.78586947842925,2016.0,95.07815490544607,0.017761663,-303.9218502410663,0.012641188688576221,-583.4128868434314,0.015136034227907658,14.987261772155762,0.15418888628482819,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0282,Wolf 44,M2.0V,-5.901646111,8.710913570,-0.272440315,-19.509367,-6.205197,-39.934573,,,,,,,10.758811,2000.0,Corrected CNS5 282; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cassiopeia,15.336900310600058,61.36213773499954,2016.0,95.00741878468439,0.019225752,362.4915172244558,0.013505089096724987,-811.6220044630483,0.01642456464469433,6.840266704559326,0.6794794201850891,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-2646,2MASSW J1047539+212423,T6.5,-3.997018591,-3.084389070,9.236542132,,,,,,,,,,,2000.0,Corrected CNS5 2646; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Leo,161.9681374,21.4047913,2000.0,95.0,4.0,-1673.0,3.0,-500.0,6.0,,,2014yCat.2328....0C; 2004AJ....127.2948V; 2018ApJS..234....1B,
star,cns5-0474,G 159-3,M4.5Ve,-4.236426796,1.573482568,-9.540192100,,,,,,,,,,14.372413,2000.0,Corrected CNS5 474; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cetus,27.769525129441792,-6.119239184112927,2016.0,94.72890548181104,0.064280756,545.4238299061601,0.04770602285861969,-266.53076679862494,0.03564218804240227,,,2020yCat.1350....0G,
brown_dwarf,cns5-0324,LP 647-13,M9Ve,-2.984224322,3.050195401,-9.668623578,-13.468907,-12.364111,7.908669,,,,,,,19.145949,2000.0,Corrected CNS5 324; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cetus,17.464999678254976,-3.723958771440576,2016.0,94.62252050825498,0.21079694,372.1680564581941,0.2645567059516907,8.651952947351514,0.15565210580825806,-7.0,2.0,2020yCat.1350....0G,2015ApJS..220...18B
star,cns5-5444,HD 209290,M0.5V,3.909014711,7.050834230,-6.836280344,31.282418,4.868208,-4.454893,3502,0.57745177,0.066802725,0.702667,-1.0088,12.038479,9.025581,2000.0,Corrected CNS5 5444; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Aquarius,330.54080176553964,1.3989923770073878,2016.0,94.60288750010162,0.05345795,-452.3718449340208,0.03588725998997688,-278.72524677866306,0.030810723081231117,17.698307037353516,0.2869829833507538,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-0248,2MASS J00501994-3322402,T7,0.660441899,-0.942623104,-10.507978536,,,,,,,,,,,2000.0,Corrected CNS5 248; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Sculptor,12.5877155,-33.3746855,2000.0,94.5999984741211,2.4,1150.5,2.200000047683716,939.0999755859375,2.0999999046325684,,,2014yCat.2328....0C; 2012ApJS..201...19D,
star,cns5-0786,Iota Per,G0V,-8.549608879,6.076389322,-1.358588948,-76.229464,-15.585518,21.523335,5874,1.0567328,2.2305992,1.4422743,-0.0248,8.024676,,2000.0,Corrected CNS5 786; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Perseus,47.27540485964256,49.612873858437766,2016.0,94.54120718732504,0.16612382,1262.1927940527312,0.13328330218791962,-91.08282222682243,0.13924264907836914,49.90770721435547,0.20457811653614044,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-3906,LP 860-41,M6.0V,9.592774519,-2.400825665,3.789888651,17.324121,-12.177270,-18.035342,,,,,,,,2000.0,Corrected CNS5 3906; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Scorpius,238.1869310006881,-26.38915421137295,2016.0,94.42676928639018,0.05759562,211.44070556220115,0.06557489186525345,-452.92129506068454,0.03863688185811043,12.0,1.6,2020yCat.1350....0G,2012AJ....144...99D
star,cns5-5754,G 68-8,M3.5V,-0.598091583,8.027631553,-6.882137577,,,,,,,,,,11.585362,2000.0,Corrected CNS5 5754; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pegasus,350.4035366349682,17.284242398759528,2016.0,94.42184695076514,0.03200713,-536.9745219681688,0.030201954767107964,-1382.4095448466153,0.02348075993359089,,,2020yCat.1350....0G,
star,cns5-4805,G 185-18,M4.0Ve,6.087700370,8.651117814,0.562863889,,,,,,,,,,13.294836,2000.0,Corrected CNS5 4805; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Vulpecula,290.4067345816517,20.86110512806954,2016.0,94.39897902110629,0.052549373,-949.4991832985647,0.038732219487428665,-1456.6536184743702,0.04135095328092575,,,2020yCat.1350....0G,
star,cns5-1140,LP 775-31,M8Ve,-7.068632823,-4.601390271,-6.412259715,-45.507790,-15.738327,-18.676650,,,,,,,17.694482,2000.0,Corrected CNS5 1140; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Eridanus,68.81802669744249,-16.114491965535613,2016.0,94.3764812319377,0.22433288,160.08321555322334,0.17161411046981812,315.1395556446462,0.16831104457378387,48.5,1.4,2020yCat.1350....0G,2012AJ....144...99D
star,cns5-2057,L 98-59,M3V,2.070066212,-9.895471907,-3.205604982,,,,3179,,0.011924623,0.36068335,-0.7106,,11.557298,2000.0,Corrected CNS5 2057; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Volans,124.53289609935437,-68.31451297878304,2016.0,94.28868165072944,0.017266104,94.79378412168865,0.018168052658438683,-340.08431073762046,0.019535837695002556,,,2020yCat.1350....0G,
star,cns5-4631,LP 867-15,dM4.5,10.303265186,1.977454291,-1.578154642,,,,3215,,0.007704221,0.2829453,-1.0936,,11.971557,2000.0,Corrected CNS5 4631; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Sagittarius,280.54710817071043,-23.484031970853025,2016.0,94.25653850140424,0.031987958,181.44409837345302,0.03198455646634102,-242.7854821716951,0.023332349956035614,,,2020yCat.1350....0G,
star,cns5-1775,G 107-48,dM4.5,-9.598966448,1.965619318,4.074535696,,,,,,,,,,,2000.0,Corrected CNS5 1775; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lynx,106.90707091399625,48.68573489188429,2016.0,94.23666221774899,0.030593248,-33.985018768684505,0.0299325380474329,-303.867188457908,0.029643768444657326,,,2020yCat.1350....0G,
star,cns5-4808,G 22-26,M4V,7.785109591,7.183967792,-0.654527221,,,,3111,,0.006812829,0.2840807,-0.8609,,,2000.0,Corrected CNS5 4808; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquila,290.5053135617552,7.039776545868733,2016.0,94.21989920020806,0.029713104,-739.8597365216006,0.028348974883556366,-444.94505172311653,0.025844786316156387,,,2020yCat.1350....0G,
star,cns5-4815,G 261-6,M6V,-2.870026707,9.256892643,4.354833423,,,,2886,,0.001536581,0.15676479,-0.3335,,,2000.0,Corrected CNS5 4815; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Draco,291.0745256610773,75.55592273663505,2016.0,94.11720403434461,0.023345195,369.4224297082932,0.024695105850696564,592.282436385251,0.02923213317990303,,,2020yCat.1350....0G,
brown_dwarf,cns5-0682,2MASS J02431371-2453298,T6.0,-3.742469646,-2.540926000,-9.628655027,,,,,,,,,,,2000.0,Corrected CNS5 682; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Fornax,40.806152,-24.8922504,2000.0,94.0,4.0,-288.0,4.0,-207.5,2.9000000953674316,,,2014yCat.2328....0C; 2004AJ....127.2948V,
star,cns5-4898,LSPM J1945+2707NW,M4V,4.831591234,9.486911253,0.233363399,,,,3099,,0.0064956048,0.27935475,-0.8939,,,2000.0,Corrected CNS5 4898; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Vulpecula,296.43919605904483,27.119906562885127,2016.0,93.90593960956089,0.033764765,-46.14979485756217,0.02255135588347912,-1224.5651968065006,0.027532322332262993,,,2020yCat.1350....0G,
star,cns5-4899,LSPM J1945+2707SE,M4V,4.832197792,9.488278051,0.233367239,,,,3108,,0.0040697143,0.21996258,-0.2015,,,2000.0,Corrected CNS5 4899; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Vulpecula,296.4398117493424,27.120218288513406,2016.0,93.89277623296837,0.039771,-1.5169324277045462,0.024870650842785835,-1220.4725223817613,0.030784847214818,,,2020yCat.1350....0G,
star,cns5-3176,HD 111631,M0V,2.681233783,-4.200337071,9.412772710,9.492777,-17.453903,-5.420789,3738,,0.10510631,0.7728686,-0.6305,,8.333160,2000.0,Corrected CNS5 3176; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Virgo,192.6813956424772,-0.7698943811117503,2016.0,93.8920786505117,0.027844353,-29.87096849233186,0.031764592975378036,-397.0023912562892,0.025688733905553818,4.483057022094727,0.15088117122650146,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-2405,WISE J094305.98+360723.5,T9.5,-6.880567887,-0.977979276,8.084419987,,,,,,,,,,,2000.0,Corrected CNS5 2405; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Leo Minor,145.7750101,36.1231558,2000.0,93.80000305175781,2.8,675.0999755859375,1.2999999523162842,-498.8999938964844,1.399999976158142,,,2014yCat.2328....0C; 2019ApJS..240...19K,
star,cns5-5135,L 23-30,M2.5V,6.052207226,-6.868326390,-5.470428710,,,,,,,,,,,2000.0,Corrected CNS5 5135; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Octans,311.67110431814064,-81.72287607644574,2016.0,93.77022237691045,0.02051233,539.7691657869254,0.024479800835251808,-544.2410286970076,0.021104779094457626,,,2020yCat.1350....0G,
white_dwarf,cns5-2071,SCR J0821-6703,DA10.0,1.923611849,-10.039784881,-3.064133339,,,,,,,,,,15.198820,2000.0,Corrected CNS5 2071; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Volans,125.3567266023035,-67.05262825043658,2016.0,93.70525025750979,0.020682726,-397.3430136846721,0.025979233905673027,660.1913388266182,0.022118274122476578,,,2020yCat.1350....0G,
star,cns5-4097,Zeta Her,G0IV,4.957757272,6.498730997,6.929347952,,,,,,,,,,2.649874,2000.0,Corrected CNS5 4097; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,250.3228213993284,31.60188677693646,1991.25,93.31999969482422,0.47,-461.52,0.3799999952316284,342.28,0.47999998927116394,,,2007A&A...474..653V,
brown_dwarf,cns5-3684,DENIS J145407.8-660447,L3.5,7.535807541,-7.551929419,-1.142184735,,,,,,,,,,,2000.0,Corrected CNS5 3684; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Circinus,223.53849427608563,-66.08142937993206,2016.0,93.19999694824219,0.3,480.0,0.5,-356.20001220703125,0.5,,,2020yCat.1350....0G; 2018A&A...616A...1G,
brown_dwarf,cns5-3712,TVLM 513-46,M8.5V,4.506510814,2.799232035,9.330777673,3.582251,-2.214652,5.836227,,,,,,,14.936296,2000.0,Corrected CNS5 3712; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Bootes,225.2839023288742,22.83363768365745,2016.0,93.16551240283296,0.14062676,-43.11951859553303,0.11125312000513077,-65.13802373033424,0.13962377607822418,6.0,2.0,2020yCat.1350....0G,2015ApJS..220...18B
star,cns5-4261,Ross 868,M3.5V,6.045229535,6.969339391,5.516328976,,,,3145,,0.017983956,0.45184162,-1.0731,,11.179109,2000.0,Corrected CNS5 4261; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,259.9747987710552,26.50241183806962,2016.0,93.02974581229986,0.028218508,-214.8369360518965,0.02179724909365177,350.85021715315656,0.02739972248673439,,,2020yCat.1350....0G,
star,cns5-4259,Ross 867,M4.5V,6.047970471,6.972076676,5.519599855,,,,,,,,,,,2000.0,Corrected CNS5 4259; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,259.9695666590066,26.502318754868263,2016.0,92.98653829516614,0.034793604,-226.03992337713896,0.02687942050397396,354.9842991855332,0.03439638018608093,,,2020yCat.1350....0G,
star,cns5-2826,V857 Cen,M3.5,2.988936525,-9.697578818,3.567240856,,,,3145,,0.016441345,0.43185955,-1.0618,,11.376648,2000.0,Corrected CNS5 2826; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Centaurus,172.93957728244337,-41.045677215569405,2016.0,92.96716758904887,0.028714426,-717.4376484546574,0.018234992399811745,171.18322063000505,0.018995260819792747,,,2020yCat.1350....0G,
star,cns5-0543,HD 13445,K1.5V,0.522259514,-5.031161013,-9.497467578,-96.876061,-75.522977,-27.868851,5153,0.8639877,0.3953031,0.78889626,-0.0118,2.6841602,5.957848,2000.0,Corrected CNS5 543; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Eridanus,32.62294594706244,-50.82090583925884,2016.0,92.92514044230325,0.052670464,2125.416146679918,0.047867193818092346,637.975043070748,0.061558302491903305,55.22698211669922,0.17983239889144897,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-3994,HD 147379B,M3.0V,-1.431032161,8.184067725,6.838753082,,,,3382,,0.029139576,0.49711207,-0.0969,,,2000.0,Corrected CNS5 3994; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Draco,244.1832577377468,67.25664062629953,2016.0,92.92967534970965,0.01795951,-483.00594056955816,0.019336653873324394,89.04882414062493,0.020064275711774826,,,2020yCat.1350....0G,
brown_dwarf,cns5-5199,WISE J210200.15-442919.5,T9,8.050222194,-0.534179477,-7.125862858,,,,,,,,,,,2000.0,Corrected CNS5 5199; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Microscopium,315.5006225,-44.4888759,2000.0,92.9000015258789,1.9,41.599998474121094,1.899999976158142,-354.5,2.700000047683716,,,2014yCat.2328....0C; 2019ApJS..240...19K; 2014ApJ...796...39T,
star,cns5-3007,RX J1214.1-2345,M4.0Ve,3.168517684,-7.827960358,6.675800090,,,,,,,,,,13.798953,2000.0,Corrected CNS5 3007; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Corvus,183.5363721475547,-23.75432290382595,2016.0,92.89461896159597,0.039387856,44.180865002037585,0.033741481602191925,84.32289293198546,0.035727374255657196,,,2020yCat.1350....0G,
star,cns5-3993,HD 147379,M1-Ve,-1.428789368,8.186356548,6.843043722,-9.784505,-30.815976,3.585658,3731,,0.10107074,0.7614705,-0.5357,,,2000.0,Corrected CNS5 3993; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Draco,244.17238993246437,67.2392157683359,2016.0,92.89648293863043,0.016541969,-497.91542844233754,0.018054526299238205,84.04651524101907,0.01818651705980301,-19.855363845825195,0.19066333770751953,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2718,CD-23 9765,M2V,0.824931821,-9.023303326,5.824149449,-24.187377,-19.550360,-35.070533,3300,,0.03126514,0.540886,-0.7344,,10.284656,2000.0,Corrected CNS5 2718; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Crater,167.37670664621479,-24.600629589084512,2016.0,92.83979917972857,0.030118506,-797.2780013916381,0.024154694750905037,-446.70333547776465,0.024820061400532722,-4.434417247772217,0.22937752306461334,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0583,Delta Tri,G0.5VFe-0.5,-7.723781231,5.938846527,-4.622781887,-34.919118,-48.183832,11.199170,,,,,,,,2000.0,Corrected CNS5 583; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Triangulum,34.26965162484768,34.22313618253068,2016.0,92.7300033569336,0.39,1151.83,0.4000000059604645,-246.89,0.30000001192092896,-6.320484638214111,1.7114161252975464,2020yCat.1350....0G; 2007A&A...474..653V,2020yCat.1350....0G
star,cns5-4995,SCR J2009-0113,M5.0V,7.757629437,6.732892040,-3.305072564,,,,2974,,0.0026998012,0.19469316,-0.347,,14.284780,2000.0,Corrected CNS5 4995; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquila,302.32583654605094,-1.2289714355165018,2016.0,92.67360854890771,0.057752278,-43.99880616537538,0.04191559553146362,-374.02205150596626,0.03160674124956131,,,2020yCat.1350....0G,
white_dwarf,cns5-0544,HD 13445B,DQ6,0.523805686,-5.046500132,-9.526207904,,,,,,,,,,,2000.0,Corrected CNS5 544; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Eridanus,32.62406949532682,-50.820823199984886,2016.0,92.65212333933978,0.19718741,2168.886011133065,0.14741921424865723,710.8477271238621,0.22197476029396057,,,2020yCat.1350....0G,
star,cns5-4630,Ross 145,M2V,5.029547772,9.088343645,2.932199610,,,,3380,,0.01721598,0.4040542,-0.1081,,12.960258,2000.0,Corrected CNS5 4630; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lyra,280.4944113394081,31.830526444225434,2016.0,92.65133831678442,0.019477569,-300.32391163555053,0.01736358553171158,8.237984564903643,0.02071518264710903,,,2020yCat.1350....0G,
brown_dwarf,cns5-2080,2MASSI J0825196+211552,L7.5V,-8.649084630,-3.626949938,5.353358804,,,,,,,,,,,2000.0,Corrected CNS5 2080; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cancer,126.32931321958031,21.26297407961963,2016.0,92.60057937573538,0.7926144,-504.45372924629316,0.8961610794067383,-302.6708106861668,0.6912567019462585,,,2020yCat.1350....0G,
brown_dwarf,cns5-5719,WISE J231336.38-803700.1,T8,5.369616216,-6.949177711,-6.284702911,,,,,,,,,,,2000.0,Corrected CNS5 5719; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Octans,348.4019684,-80.6167895,2000.0,92.6,2.2,282.4,0.9,-405.9,0.9,,,2014yCat.2328....0C; 2021ApJS..253....7K,
brown_dwarf,cns5-3461,L 763-63,M4.5V,6.672811208,-4.853222547,6.986015619,,,,,,,,,,12.710607,2000.0,Corrected CNS5 3461; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Virgo,209.7907314283468,-19.835179948860276,2016.0,92.49566252352037,0.044027217,-560.3784835503519,0.04598119854927063,-187.03277124503597,0.042049095034599304,,,2020yCat.1350....0G,
brown_dwarf,cns5-5553,2MASS J22282889-4310262,T6.5,5.883052403,-0.575399269,-9.107669180,,,,,,,,,,,2000.0,Corrected CNS5 5553; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Grus,337.1208969,-43.1749531,2000.0,92.0999984741211,2.6,52.0,3.0,-301.29998779296875,1.600000023841858,,,2014yCat.2328....0C; 2013MNRAS.433.2054S,
white_dwarf,cns5-0704,EGGR 473,DAZ9,-8.236536782,7.024633293,-0.882362164,,,,,,,,,,,2000.0,Corrected CNS5 704; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Perseus,42.14855510212976,54.387861136028064,2016.0,92.07128393656345,0.03197954,-423.5459309004648,0.02295500598847866,-385.2917593227337,0.02974759414792061,,,2020yCat.1350....0G,
star,cns5-0671,L 513-23,M2.5V,-2.473799269,-3.717466305,-9.905349357,,,,,,,,,,11.549787,2000.0,Corrected CNS5 671; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Fornax,39.96417378346193,-34.14005671978969,2016.0,92.03594604797907,0.01951209,535.7992170666919,0.010449517518281937,-1665.1226355116828,0.017380299046635628,,,2020yCat.1350....0G,
brown_dwarf,cns5-0460,WISE J014807.25-720258.7,T9.5,3.509595653,-6.926957315,-7.605751029,,,,,,,,,,,2000.0,Corrected CNS5 460; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hydrus,27.0306004,-72.0496659,2000.0,92.0,3.0,1269.0,4.0,0.0,250.0,,,2014yCat.2328....0C; 2019ApJS..240...19K; 2014ApJ...796...39T,
